date,rain_imerg,site_id
2020-08-03,6.5400002002716064,OPE
2020-08-04,0.0,OPE
2020-08-05,0.0,OPE
2020-08-06,0.0,OPE
2020-08-07,0.0,OPE
2020-08-08,0.0,OPE
2020-08-09,0.0,OPE
2020-08-10,0.0,OPE
2020-08-11,0.08500000275671482,OPE
2020-08-12,7.929999589920044,OPE
2020-08-13,1.9199999570846558,OPE
2020-08-14,0.039999998174607754,OPE
2020-08-15,0.0,OPE
2020-08-16,14.230000019073486,OPE
2020-08-17,0.0,OPE
2020-08-18,0.0,OPE
2020-08-19,1.7499999403953552,OPE
2020-08-20,0.0,OPE
2020-08-21,12.179999828338623,OPE
2020-08-22,6.6000001430511475,OPE
2020-08-23,0.0,OPE
2020-08-24,0.0,OPE
2020-08-25,0.42499999701976776,OPE
2020-08-26,0.0,OPE
2020-08-27,0.014999999664723873,OPE
2020-08-28,0.1549999974668026,OPE
2020-08-29,0.0,OPE
2020-08-30,0.0,OPE
2020-08-31,0.0949999988079071,OPE
2020-09-01,0.03850000351667404,OPE
2020-09-02,0.0,OPE
2020-09-03,0.0,OPE
2020-09-04,0.3099999949336052,OPE
2020-09-05,0.0,OPE
2020-09-06,0.0,OPE
2020-09-07,0.0,OPE
2020-09-08,0.2750000059604645,OPE
2020-09-09,0.0,OPE
2020-09-10,0.0,OPE
2020-09-11,0.0,OPE
2020-09-12,0.0,OPE
2020-09-13,0.0,OPE
2020-09-14,0.0,OPE
2020-09-15,0.0,OPE
2020-09-16,0.12999999895691872,OPE
2020-09-17,0.0,OPE
2020-09-18,0.0,OPE
2020-09-19,2.8199999928474426,OPE
2020-09-20,0.0,OPE
2020-09-21,0.0,OPE
2020-09-22,0.0,OPE
2020-09-23,0.8350000083446503,OPE
2020-09-24,5.659999966621399,OPE
2020-09-25,4.224999904632568,OPE
2020-09-26,4.34499979019165,OPE
2020-09-27,27.97499942779541,OPE
2020-09-28,8.174999713897705,OPE
2020-09-29,0.04999999701976776,OPE
2020-09-30,0.925000011920929,OPE
2020-06-01,0.11750001087784767,IPR
2020-06-02,0.10999999567866325,IPR
2020-06-03,12.625000476837158,IPR
2020-06-04,19.604999542236328,IPR
2020-06-05,0.0,IPR
2020-06-06,2.9049999117851257,IPR
2020-06-07,36.18499946594238,IPR
2020-06-08,20.489999771118164,IPR
2020-06-09,3.2099997997283936,IPR
2020-06-10,3.929999828338623,IPR
2020-06-11,7.055000066757202,IPR
2020-06-12,0.10999999567866325,IPR
2020-06-13,5.699999928474426,IPR
2020-06-14,0.0,IPR
2020-06-15,15.929999828338623,IPR
2020-06-16,12.725000381469727,IPR
2020-06-17,17.580000400543213,IPR
2020-06-18,3.4199999570846558,IPR
2020-06-19,0.0,IPR
2020-06-20,0.0,IPR
2020-06-21,0.0,IPR
2020-06-22,0.0,IPR
2020-06-23,0.0,IPR
2020-06-24,6.394999980926514,IPR
2020-06-25,0.1850000023841858,IPR
2020-06-26,0.5899999737739563,IPR
2020-06-27,0.07499999552965164,IPR
2020-06-28,0.0,IPR
2020-06-29,0.0,IPR
2020-06-30,0.0,IPR
2020-07-01,5.309999942779541,IPR
2020-07-02,0.8449999988079071,IPR
2020-07-03,5.104999780654907,IPR
2020-07-04,0.0,IPR
2020-07-05,0.0,IPR
2020-07-06,0.0,IPR
2020-07-07,0.19499999284744263,IPR
2020-07-08,0.0,IPR
2020-07-09,0.0,IPR
2020-07-10,8.419999837875366,IPR
2020-07-11,8.269999980926514,IPR
2020-07-12,0.0,IPR
2020-07-13,0.6349999755620956,IPR
2020-07-14,4.485000014305115,IPR
2020-07-15,1.9999998807907104,IPR
2020-07-16,0.039999998174607754,IPR
2020-07-17,4.039999723434448,IPR
2020-07-18,0.039999998174607754,IPR
2020-07-19,0.0,IPR
2020-07-20,0.0,IPR
2020-07-21,9.964999437332153,IPR
2020-07-22,0.3049999997019768,IPR
2020-07-23,0.0,IPR
2020-07-24,16.97499990463257,IPR
2020-07-25,0.02499999850988388,IPR
2020-07-26,0.19999998807907104,IPR
2020-07-27,0.0,IPR
2020-07-28,0.45500001311302185,IPR
2020-07-29,0.0,IPR
2020-07-30,0.0,IPR
2020-07-31,0.0,IPR
2020-08-01,2.400000035762787,IPR
2020-08-02,12.96999979019165,IPR
2020-08-03,18.96999979019165,IPR
2020-08-04,8.434999465942383,IPR
2020-08-05,0.0,IPR
2020-08-06,0.0,IPR
2020-08-07,0.0,IPR
2020-08-08,0.0,IPR
2020-08-09,0.0,IPR
2020-08-10,0.0,IPR
2020-08-11,0.3649999871850014,IPR
2020-08-12,6.610000133514404,IPR
2020-08-13,0.7699999809265137,IPR
2020-08-14,0.7000000029802322,IPR
2020-08-15,0.0,IPR
2020-08-16,15.714999675750732,IPR
2020-08-17,11.669999599456787,IPR
2020-08-18,0.019999999087303877,IPR
2020-08-19,0.0,IPR
2020-08-20,0.0,IPR
2020-08-21,0.0,IPR
2020-08-22,0.0,IPR
2020-08-23,0.0,IPR
2020-08-24,0.08999999798834324,IPR
2020-08-25,0.0,IPR
2020-08-26,1.289999932050705,IPR
2020-08-27,0.3999999761581421,IPR
2020-08-28,26.884998321533203,IPR
2020-08-29,26.63499927520752,IPR
2020-08-30,7.839999675750732,IPR
2020-08-31,0.05999999865889549,IPR
2020-09-01,0.05300000309944153,IPR
2020-09-02,3.819999933242798,IPR
2020-09-03,0.0,IPR
2020-09-04,0.0,IPR
2020-09-05,0.0,IPR
2020-09-06,12.845000267028809,IPR
2020-09-07,4.229999899864197,IPR
2020-09-08,0.0,IPR
2020-09-09,0.0,IPR
2020-09-10,0.1250000037252903,IPR
2020-09-11,0.019999999087303877,IPR
2020-09-12,0.0,IPR
2020-09-13,0.0,IPR
2020-09-14,0.0,IPR
2020-09-15,0.6249999850988388,IPR
2020-09-16,1.2949999272823334,IPR
2020-09-17,0.0,IPR
2020-09-18,0.0,IPR
2020-09-19,0.14999999105930328,IPR
2020-09-20,0.809999942779541,IPR
2020-09-21,3.18999981880188,IPR
2020-09-22,7.189999580383301,IPR
2020-09-23,1.5,IPR
2020-09-24,24.154998779296875,IPR
2020-09-25,14.924999713897705,IPR
2020-09-26,0.25999999791383743,IPR
2020-09-27,0.7699999809265137,IPR
2020-09-28,0.004999999771825969,IPR
2020-09-29,0.44499997794628143,IPR
2020-09-30,0.0949999988079071,IPR
2020-06-01,0.142000000923872,HPB
2020-06-02,0.0,HPB
2020-06-03,0.0,HPB
2020-06-04,8.214999675750732,HPB
2020-06-05,2.050000011920929,HPB
2020-06-06,11.049999475479126,HPB
2020-06-07,14.920000076293945,HPB
2020-06-08,3.894999861717224,HPB
2020-06-09,0.17999999597668648,HPB
2020-06-10,5.940000057220459,HPB
2020-06-11,8.84499979019165,HPB
2020-06-12,0.0,HPB
2020-06-13,35.5099983215332,HPB
2020-06-14,6.19499945640564,HPB
2020-06-15,16.149999618530273,HPB
2020-06-16,1.8600000143051147,HPB
2020-06-17,19.119998931884766,HPB
2020-06-18,8.639999628067017,HPB
2020-06-19,22.55999994277954,HPB
2020-06-20,2.5049999356269836,HPB
2020-06-21,0.17000000551342964,HPB
2020-06-22,0.7099999934434891,HPB
2020-06-23,0.0,HPB
2020-06-24,0.05499999783933163,HPB
2020-06-25,0.0,HPB
2020-06-26,1.0349999964237213,HPB
2020-06-27,3.5849997997283936,HPB
2020-06-28,11.22000002861023,HPB
2020-06-29,19.755000114440918,HPB
2020-06-30,0.0,HPB
2020-07-01,7.449000120162964,HPB
2020-07-02,18.81999921798706,HPB
2020-07-03,0.08999999798834324,HPB
2020-07-04,0.0,HPB
2020-07-05,0.0,HPB
2020-07-06,0.46000000834465027,HPB
2020-07-07,0.0,HPB
2020-07-08,0.03500000014901161,HPB
2020-07-09,0.0,HPB
2020-07-10,16.635000228881836,HPB
2020-07-11,13.859999656677246,HPB
2020-07-12,0.0,HPB
2020-07-13,0.0,HPB
2020-07-14,0.07000000029802322,HPB
2020-07-15,4.049999713897705,HPB
2020-07-16,9.72000002861023,HPB
2020-07-17,0.32999999821186066,HPB
2020-07-18,0.02499999850988388,HPB
2020-07-19,0.0,HPB
2020-07-20,0.0,HPB
2020-07-21,0.0,HPB
2020-07-22,1.6149998903274536,HPB
2020-07-23,11.625,HPB
2020-07-24,0.15999999269843102,HPB
2020-07-25,0.0949999988079071,HPB
2020-07-26,11.769999504089355,HPB
2020-07-27,0.0,HPB
2020-07-28,13.440000057220459,HPB
2020-07-29,0.1850000023841858,HPB
2020-07-30,0.0,HPB
2020-07-31,0.0,HPB
2020-08-01,0.9275000095367432,HPB
2020-08-02,26.800000190734863,HPB
2020-08-03,72.26499938964844,HPB
2020-08-04,29.80499839782715,HPB
2020-08-05,0.0,HPB
2020-08-06,0.0,HPB
2020-08-07,0.0,HPB
2020-08-08,0.0,HPB
2020-08-09,0.0,HPB
2020-08-10,0.0,HPB
2020-08-11,0.0,HPB
2020-08-12,0.0,HPB
2020-08-13,2.0149998664855957,HPB
2020-08-14,0.019999999087303877,HPB
2020-08-15,0.07500000111758709,HPB
2020-08-16,0.014999999664723873,HPB
2020-08-17,2.8749999403953552,HPB
2020-08-18,1.5199999809265137,HPB
2020-08-19,3.5849997997283936,HPB
2020-08-20,0.0,HPB
2020-08-21,0.0,HPB
2020-08-22,2.084999978542328,HPB
2020-08-23,0.5549999624490738,HPB
2020-08-24,0.0,HPB
2020-08-25,0.4150000065565109,HPB
2020-08-26,0.0,HPB
2020-08-27,0.0,HPB
2020-08-28,20.605000019073486,HPB
2020-08-29,24.304999351501465,HPB
2020-08-30,7.954999923706055,HPB
2020-08-31,1.2499999701976776,HPB
2020-09-01,5.945999979972839,HPB
2020-09-02,0.02499999850988388,HPB
2020-09-03,0.255000002682209,HPB
2020-09-04,0.0,HPB
2020-09-05,3.3700000047683716,HPB
2020-09-06,14.834999084472656,HPB
2020-09-07,0.25999999791383743,HPB
2020-09-08,0.0,HPB
2020-09-09,0.0,HPB
2020-09-10,0.02499999850988388,HPB
2020-09-11,0.0,HPB
2020-09-12,0.0,HPB
2020-09-13,0.0,HPB
2020-09-14,0.0,HPB
2020-09-15,0.0,HPB
2020-09-16,0.0,HPB
2020-09-17,0.0,HPB
2020-09-18,0.0,HPB
2020-09-19,0.0,HPB
2020-09-20,0.0,HPB
2020-09-21,0.5600000023841858,HPB
2020-09-22,0.16499999910593033,HPB
2020-09-23,7.324999809265137,HPB
2020-09-24,21.784998893737793,HPB
2020-09-25,38.92499828338623,HPB
2020-09-26,0.9050000309944153,HPB
2020-09-27,0.09999999403953552,HPB
2020-09-28,0.19499999284744263,HPB
2020-09-29,0.0,HPB
2020-09-30,0.0,HPB
2020-06-01,14.262499809265137,PUY
2020-06-02,0.10500000044703484,PUY
2020-06-03,9.964999437332153,PUY
2020-06-04,1.875,PUY
2020-06-05,1.1899999380111694,PUY
2020-06-06,3.255000114440918,PUY
2020-06-07,0.5849999785423279,PUY
2020-06-08,8.399999856948853,PUY
2020-06-09,0.0,PUY
2020-06-10,0.0,PUY
2020-06-11,7.815000057220459,PUY
2020-06-12,50.244998931884766,PUY
2020-06-13,0.14000000059604645,PUY
2020-06-14,0.7000000029802322,PUY
2020-06-15,0.925000011920929,PUY
2020-06-16,5.210000038146973,PUY
2020-06-17,0.0,PUY
2020-06-18,1.454999953508377,PUY
2020-06-19,0.0,PUY
2020-06-20,0.0,PUY
2020-06-21,0.0,PUY
2020-06-22,0.0,PUY
2020-06-23,0.0,PUY
2020-06-24,0.0,PUY
2020-06-25,0.0,PUY
2020-06-26,33.63000011444092,PUY
2020-06-27,0.26499999314546585,PUY
2020-06-28,0.5400000214576721,PUY
2020-06-29,0.0,PUY
2020-06-30,0.0,PUY
2020-07-01,0.030500002205371857,PUY
2020-07-02,0.1549999974668026,PUY
2020-07-03,0.0,PUY
2020-07-04,0.0,PUY
2020-07-05,0.0,PUY
2020-07-06,0.0,PUY
2020-07-07,0.0,PUY
2020-07-08,0.0,PUY
2020-07-09,0.0,PUY
2020-07-10,0.0,PUY
2020-07-11,0.0,PUY
2020-07-12,0.0,PUY
2020-07-13,0.0,PUY
2020-07-14,5.404999852180481,PUY
2020-07-15,0.05999999865889549,PUY
2020-07-16,0.05499999783933163,PUY
2020-07-17,0.0,PUY
2020-07-18,0.0,PUY
2020-07-19,0.0,PUY
2020-07-20,0.0,PUY
2020-07-21,20.10999870300293,PUY
2020-07-22,12.37000036239624,PUY
2020-07-23,0.03500000014901161,PUY
2020-07-24,0.6999999582767487,PUY
2020-07-25,2.4899999499320984,PUY
2020-07-26,1.1449999809265137,PUY
2020-07-27,0.0,PUY
2020-07-28,0.0,PUY
2020-07-29,0.0,PUY
2020-07-30,0.0,PUY
2020-07-31,2.6449999809265137,PUY
2020-08-01,18.317500591278076,PUY
2020-08-02,0.8549999892711639,PUY
2020-08-03,0.014999999664723873,PUY
2020-08-04,0.0,PUY
2020-08-05,0.0,PUY
2020-08-06,0.0,PUY
2020-08-07,0.0,PUY
2020-08-08,2.7499998807907104,PUY
2020-08-09,5.2200000286102295,PUY
2020-08-10,18.65499973297119,PUY
2020-08-11,7.759999752044678,PUY
2020-08-12,4.174999952316284,PUY
2020-08-13,0.48499998450279236,PUY
2020-08-14,0.0,PUY
2020-08-15,1.7899999022483826,PUY
2020-08-16,11.954999685287476,PUY
2020-08-17,0.0,PUY
2020-08-18,0.0,PUY
2020-08-19,0.019999999087303877,PUY
2020-08-20,0.0,PUY
2020-08-21,3.6949996948242188,PUY
2020-08-22,5.009999871253967,PUY
2020-08-23,0.0,PUY
2020-08-24,0.0,PUY
2020-08-25,0.0,PUY
2020-08-26,0.014999999664723873,PUY
2020-08-27,0.0,PUY
2020-08-28,3.5099998712539673,PUY
2020-08-29,1.2000000178813934,PUY
2020-08-30,0.0,PUY
2020-08-31,0.0,PUY
2020-09-01,0.04600000474601984,PUY
2020-09-02,0.0,PUY
2020-09-03,0.0,PUY
2020-09-04,0.0,PUY
2020-09-05,0.0,PUY
2020-09-06,0.0,PUY
2020-09-07,0.0,PUY
2020-09-08,0.0,PUY
2020-09-09,0.3699999824166298,PUY
2020-09-10,0.0,PUY
2020-09-11,0.0,PUY
2020-09-12,0.0,PUY
2020-09-13,0.0,PUY
2020-09-14,0.0,PUY
2020-09-15,0.0,PUY
2020-09-16,0.0,PUY
2020-09-17,0.0,PUY
2020-09-18,5.71999990940094,PUY
2020-09-19,11.66499924659729,PUY
2020-09-20,10.825000047683716,PUY
2020-09-21,3.759999990463257,PUY
2020-09-22,2.789999842643738,PUY
2020-09-23,0.2549999803304672,PUY
2020-09-24,2.1849998831748962,PUY
2020-09-25,1.4849999248981476,PUY
2020-09-26,0.10500000044703484,PUY
2020-09-27,13.954999923706055,PUY
2020-09-28,8.764999866485596,PUY
2020-09-29,2.029999852180481,PUY
2020-09-30,2.0350000262260437,PUY
2020-06-01,0.039000000804662704,SAC
2020-06-02,0.0,SAC
2020-06-03,11.259999990463257,SAC
2020-06-04,15.774999618530273,SAC
2020-06-05,0.9449999928474426,SAC
2020-06-06,0.7999999523162842,SAC
2020-06-07,0.1250000037252903,SAC
2020-06-08,0.48499998450279236,SAC
2020-06-09,0.0,SAC
2020-06-10,1.6049998998641968,SAC
2020-06-11,6.164999485015869,SAC
2020-06-12,5.104999780654907,SAC
2020-06-13,0.8400000035762787,SAC
2020-06-14,0.44499997794628143,SAC
2020-06-15,0.3999999761581421,SAC
2020-06-16,2.5499998927116394,SAC
2020-06-17,0.4599999636411667,SAC
2020-06-18,1.089999943971634,SAC
2020-06-19,0.5000000149011612,SAC
2020-06-20,0.7099999934434891,SAC
2020-06-21,1.2249999940395355,SAC
2020-06-22,0.0,SAC
2020-06-23,0.0,SAC
2020-06-24,0.0,SAC
2020-06-25,0.17999999597668648,SAC
2020-06-26,2.8749999403953552,SAC
2020-06-27,0.4299999922513962,SAC
2020-06-28,1.6450000405311584,SAC
2020-06-29,0.1249999925494194,SAC
2020-06-30,0.3349999934434891,SAC
2020-07-01,0.521000012755394,SAC
2020-07-02,0.510000005364418,SAC
2020-07-03,0.14499999582767487,SAC
2020-07-04,0.4150000065565109,SAC
2020-07-05,0.10500000044703484,SAC
2020-07-06,0.12999999895691872,SAC
2020-07-07,0.3049999997019768,SAC
2020-07-08,0.15000000223517418,SAC
2020-07-09,0.0949999988079071,SAC
2020-07-10,0.4749999940395355,SAC
2020-07-11,0.05499999783933163,SAC
2020-07-12,0.07000000029802322,SAC
2020-07-13,0.10500000044703484,SAC
2020-07-14,1.370000034570694,SAC
2020-07-15,0.7849999666213989,SAC
2020-07-16,0.029999999329447746,SAC
2020-07-17,0.04499999899417162,SAC
2020-07-18,0.1899999976158142,SAC
2020-07-19,0.019999999087303877,SAC
2020-07-20,0.3149999901652336,SAC
2020-07-21,0.10500000044703484,SAC
2020-07-22,1.0599999725818634,SAC
2020-07-23,1.7799999117851257,SAC
2020-07-24,0.3799999952316284,SAC
2020-07-25,2.929999887943268,SAC
2020-07-26,0.0,SAC
2020-07-27,0.019999999087303877,SAC
2020-07-28,0.0,SAC
2020-07-29,1.149999976158142,SAC
2020-07-30,0.08500000275671482,SAC
2020-07-31,3.2700001001358032,SAC
2020-08-01,0.03700000047683716,SAC
2020-08-02,0.014999999664723873,SAC
2020-08-03,0.0,SAC
2020-08-04,0.0,SAC
2020-08-05,0.0,SAC
2020-08-06,0.0,SAC
2020-08-07,0.0,SAC
2020-08-08,0.07999999634921551,SAC
2020-08-09,0.0,SAC
2020-08-10,1.030000001192093,SAC
2020-08-11,7.239999532699585,SAC
2020-08-12,4.2149999141693115,SAC
2020-08-13,11.719999551773071,SAC
2020-08-14,0.48499998450279236,SAC
2020-08-15,0.0,SAC
2020-08-16,6.630000114440918,SAC
2020-08-17,0.8049999475479126,SAC
2020-08-18,0.2849999964237213,SAC
2020-08-19,2.2899999618530273,SAC
2020-08-20,3.2199997901916504,SAC
2020-08-21,7.31499981880188,SAC
2020-08-22,0.019999999087303877,SAC
2020-08-23,0.04999999701976776,SAC
2020-08-24,0.16499998793005943,SAC
2020-08-25,6.93500018119812,SAC
2020-08-26,0.0,SAC
2020-08-27,0.7949999570846558,SAC
2020-08-28,0.3049999997019768,SAC
2020-08-29,0.7149999886751175,SAC
2020-08-30,0.9999999403953552,SAC
2020-08-31,0.0,SAC
2020-09-01,0.18399999663233757,SAC
2020-09-02,1.524999976158142,SAC
2020-09-03,0.05999999865889549,SAC
2020-09-04,0.0,SAC
2020-09-05,0.0,SAC
2020-09-06,1.8550000190734863,SAC
2020-09-07,0.0,SAC
2020-09-08,0.0,SAC
2020-09-09,0.23499999940395355,SAC
2020-09-10,0.0,SAC
2020-09-11,0.0,SAC
2020-09-12,0.0,SAC
2020-09-13,0.0,SAC
2020-09-14,0.0,SAC
2020-09-15,0.0,SAC
2020-09-16,0.0,SAC
2020-09-17,0.0,SAC
2020-09-18,0.0,SAC
2020-09-19,6.500000238418579,SAC
2020-09-20,0.07999999634921551,SAC
2020-09-21,0.0,SAC
2020-09-22,0.13499999418854713,SAC
2020-09-23,5.234999656677246,SAC
2020-09-24,4.749999761581421,SAC
2020-09-25,1.584999918937683,SAC
2020-09-26,0.949999988079071,SAC
2020-09-27,8.994999647140503,SAC
2020-09-28,1.4149999916553497,SAC
2020-09-29,0.0,SAC
2020-09-30,1.1649999618530273,SAC
2020-06-01,0.039000000804662704,TRN
2020-06-02,0.0,TRN
2020-06-03,1.6949999928474426,TRN
2020-06-04,3.0999999046325684,TRN
2020-06-05,2.3149999380111694,TRN
2020-06-06,0.0,TRN
2020-06-07,0.7599999904632568,TRN
2020-06-08,0.949999988079071,TRN
2020-06-09,0.0,TRN
2020-06-10,3.999999761581421,TRN
2020-06-11,1.0499999821186066,TRN
2020-06-12,11.939999341964722,TRN
2020-06-13,0.5050000101327896,TRN
2020-06-14,0.2849999964237213,TRN
2020-06-15,0.4650000035762787,TRN
2020-06-16,2.425000011920929,TRN
2020-06-17,3.5699998140335083,TRN
2020-06-18,1.3449999690055847,TRN
2020-06-19,0.0,TRN
2020-06-20,0.0,TRN
2020-06-21,0.0,TRN
2020-06-22,0.0,TRN
2020-06-23,0.0,TRN
2020-06-24,0.0,TRN
2020-06-25,1.909999966621399,TRN
2020-06-26,16.334999084472656,TRN
2020-06-27,0.2449999898672104,TRN
2020-06-28,2.779999852180481,TRN
2020-06-29,0.5799999833106995,TRN
2020-06-30,0.0,TRN
2020-07-01,0.009000000776723027,TRN
2020-07-02,0.0,TRN
2020-07-03,0.0,TRN
2020-07-04,0.0,TRN
2020-07-05,0.0,TRN
2020-07-06,0.0,TRN
2020-07-07,0.0,TRN
2020-07-08,0.0,TRN
2020-07-09,0.0,TRN
2020-07-10,0.8449999988079071,TRN
2020-07-11,0.009999999543651938,TRN
2020-07-12,0.0,TRN
2020-07-13,0.0,TRN
2020-07-14,2.509999930858612,TRN
2020-07-15,0.744999960064888,TRN
2020-07-16,0.0,TRN
2020-07-17,0.0,TRN
2020-07-18,0.0,TRN
2020-07-19,0.0,TRN
2020-07-20,0.0,TRN
2020-07-21,0.0,TRN
2020-07-22,0.11499999091029167,TRN
2020-07-23,0.8300000131130219,TRN
2020-07-24,0.0,TRN
2020-07-25,7.039999723434448,TRN
2020-07-26,0.0,TRN
2020-07-27,0.0,TRN
2020-07-28,0.0,TRN
2020-07-29,0.0,TRN
2020-07-30,0.0,TRN
2020-07-31,1.2049999237060547,TRN
2020-08-01,0.15549999475479126,TRN
2020-08-02,0.0,TRN
2020-08-03,0.3500000014901161,TRN
2020-08-04,0.0,TRN
2020-08-05,0.0,TRN
2020-08-06,0.0,TRN
2020-08-07,0.0,TRN
2020-08-08,0.0,TRN
2020-08-09,8.269999980926514,TRN
2020-08-10,0.0,TRN
2020-08-11,2.0100000500679016,TRN
2020-08-12,3.484999895095825,TRN
2020-08-13,8.65499997138977,TRN
2020-08-14,0.0,TRN
2020-08-15,0.0,TRN
2020-08-16,8.234999656677246,TRN
2020-08-17,1.079999953508377,TRN
2020-08-18,0.014999999664723873,TRN
2020-08-19,5.829999804496765,TRN
2020-08-20,0.26499999314546585,TRN
2020-08-21,7.045000076293945,TRN
2020-08-22,0.004999999771825969,TRN
2020-08-23,0.0,TRN
2020-08-24,0.12999999895691872,TRN
2020-08-25,2.869999945163727,TRN
2020-08-26,0.09999999403953552,TRN
2020-08-27,1.2249999940395355,TRN
2020-08-28,1.1949999332427979,TRN
2020-08-29,0.0,TRN
2020-08-30,1.909999966621399,TRN
2020-08-31,0.0,TRN
2020-09-01,0.024500001221895218,TRN
2020-09-02,0.14000000059604645,TRN
2020-09-03,0.0,TRN
2020-09-04,0.0,TRN
2020-09-05,0.0,TRN
2020-09-06,0.1850000023841858,TRN
2020-09-07,0.0,TRN
2020-09-08,0.0,TRN
2020-09-09,0.0,TRN
2020-09-10,0.0,TRN
2020-09-11,0.0,TRN
2020-09-12,0.0,TRN
2020-09-13,0.0,TRN
2020-09-14,0.0,TRN
2020-09-15,0.0,TRN
2020-09-16,0.0,TRN
2020-09-17,0.0,TRN
2020-09-18,0.0,TRN
2020-09-19,9.195000171661377,TRN
2020-09-20,1.1200000047683716,TRN
2020-09-21,0.0,TRN
2020-09-22,0.1549999974668026,TRN
2020-09-23,1.9499999284744263,TRN
2020-09-24,5.975000023841858,TRN
2020-09-25,1.5099999904632568,TRN
2020-09-26,0.0,TRN
2020-09-27,11.46999979019165,TRN
2020-09-28,1.0699999630451202,TRN
2020-09-29,0.0,TRN
2020-09-30,2.71999990940094,TRN
